,loading,measurement_2,measurement_3,measurement_4,measurement_5,measurement_6,measurement_7,measurement_8,measurement_9,measurement_10,measurement_11,measurement_12,measurement_13,measurement_14,measurement_15,measurement_16,measurement_17,failure
13627,187.59,2,15.957,11.922,18.415,18.644,12.428,18.991,11.0926,16.371,18.916,11.588,15.53,15.88,14.971,16.791,808.688,0
13628,119.9,2,19.001,11.886,17.191,18.691,10.271,19.823,11.893,15.7882,20.509,9.911,17.006,15.793,12.065,15.466,742.798,0
13629,100.65,8,18.147399999999998,10.726,18.213,17.336,12.314,20.952,9.878,16.731,21.033,11.2786,15.286,14.803,17.343,19.874,901.042,0
13630,147.11,7,17.262,12.096,15.882,17.529,11.030800000000001,17.073,10.251,16.832,19.416,13.609,15.482,15.681,15.383,16.857,384.511,0
13631,97.93,4,15.827,10.666,15.537,16.47,10.856,19.296,10.743,15.593,16.684,11.474,14.281,17.521,15.821,14.976,573.379,0
13632,63.82,9,19.734,11.858,18.65,17.081,10.33,19.468,11.842,15.058,20.355,13.803,16.389,13.524,14.352,16.495,775.18,0
13633,109.51,4,15.93,10.136,18.36,17.451,10.894,18.668,13.314,16.854,18.595,10.351,16.502,15.713,15.589,15.463,767.483,0
13634,104.89,2,17.563,12.878,15.126,18.546,9.869,18.638,11.606,15.266,17.797,11.691,16.572,17.248,15.376,17.134,540.185,1
13635,133.53,7,16.641,11.707,15.348,19.361,11.505,20.282,13.262,14.12,19.763,10.67,15.697,17.76,15.567,15.273,793.458,0
13636,116.08,4,18.457,12.781,17.503,17.3,12.245,19.641,13.362,16.4618,18.518,9.74,14.729600000000001,16.6012,17.358,15.089,868.378,0
13637,195.71,10,14.75,10.328,16.03,17.459,12.555,19.4544,11.22,15.8048,16.218,8.093,15.8,14.036,15.028,19.82,804.26,1
13638,85.39,10,17.329,11.385,16.78,17.904,10.418,21.032,11.443,17.35,20.469,12.505,14.648,15.572,16.449,15.353799999999998,815.322,0
13639,212.43,9,18.74,12.517,18.18,18.105,9.932,18.18,11.181,17.438,19.168,12.565,15.213,13.544,16.662,16.92,599.371,0
13640,122.52,4,17.887,11.644,16.668,18.788,10.987,19.827,11.616,16.669,20.703,13.15,16.314,12.646,12.464,14.689,734.824,1
13641,143.72,5,17.365,12.509,18.556,17.404,11.771,20.538,10.737,14.797,19.4584,12.811,15.8154,16.065,16.899,15.317,890.164,0
13642,142.66,6,17.856,10.689,16.856,18.286,12.327,18.109,11.022,14.395,16.748,12.359,15.592,15.821,13.657,15.56,619.599,0
13643,81.41,3,16.58,12.144,15.33,16.667,11.571,20.497,11.247,14.794,18.328,8.366,14.159,16.808,17.402,19.715,722.165,0
13644,124.07,5,17.778,11.165,16.759,18.669,11.921,17.494,12.26,16.437,19.958,9.144,14.505,15.695,12.776,14.801,588.295,0
13645,77.13,6,18.382,10.935,17.617,16.577,11.69,20.348,12.808,17.37,17.736,11.243,14.779,17.665,17.007,15.285,889.696,0
13646,105.4,0,17.521,11.253,16.426,16.933,11.393,18.636,10.559,17.328,19.288,12.017,15.068,15.349,13.43,14.231,579.062,1
13647,112.15,4,16.305,12.0578,16.238,18.59,12.045,17.967,12.797,17.615,19.698,12.5272,16.722,14.539,14.766,15.883,629.809,0
13648,96.96,7,16.995,11.111,18.104,18.249,11.553,19.224,12.234,17.929,17.83,8.982,15.4446,14.837,17.402,16.066,719.338,0
13649,119.43,9,16.058,11.236,18.095,18.251,11.817,19.722,11.751,17.035,20.611,14.266,14.603,14.805,15.236,17.484,782.5772,0
13650,106.74,11,16.794,12.604,18.017,18.52,12.603,20.882,10.976,16.368,20.687,13.856,15.452,16.32,17.941,14.921,943.786,1
13651,120.3,5,16.748,11.666,16.97,16.73,10.249,18.498,10.382,15.978,17.952,11.081,15.764,17.078,15.761,17.086,579.2206,0
13652,152.9,2,17.579,11.47,15.165,16.335,12.789,20.706,9.49,16.585,19.3,12.604,14.939,14.819,15.283,15.253,715.441,0
13653,139.14,6,17.593,12.594,15.29,17.7674,10.926,18.398,10.472,18.178,20.817,14.097,13.602,13.868,13.925,15.421,474.076,1
13654,100.63,3,17.885,12.358,16.211,15.647,10.946,19.18,11.765,15.795,18.732,13.46,15.7934,19.825,15.519,16.332,672.2601999999999,0
13655,115.42,5,17.586,11.729,16.445,18.93,12.754,18.505,13.371,14.485,18.594,11.336,16.112,15.854,16.441,16.496,741.315,0
13656,132.21,3,18.311,11.381,16.441,17.069,11.128,18.092,12.269,17.095,19.240199999999998,9.327,16.012,15.190800000000001,13.718,16.08,582.415,1
13657,83.71,4,18.555,13.268,16.906,18.07,11.617,18.204,12.653,15.507,17.777,11.568,15.185,17.791,15.519,16.534,658.31,0
13658,93.23,14,16.01,13.012,16.402,17.009,8.564,20.871,11.317,17.685,18.06,10.2052,15.072,18.496,16.429,15.313,692.427,0
13659,88.02,5,19.006,12.141,15.521,17.0886,9.59,20.012,12.421,15.917,19.937,11.301,15.503,15.204,14.524,14.716,649.997,0
13660,94.33,4,17.803,11.374,16.177,16.795,10.686,18.92,10.745,14.661,20.214,14.513,14.595,13.804,13.216,15.258,568.454,0
13661,117.41,2,18.56,10.921,16.808,16.957,11.802,21.483,11.061,15.004,19.374,10.967,14.134,16.587,14.463,16.092,893.809,1
13662,88.83,9,18.342,12.043,18.082,16.941,11.921,20.138,13.23,16.619,15.941,12.602,14.466,19.02,17.887,16.448,922.966,1
13663,145.8,2,18.87,12.357,16.569,17.485,8.511,18.519,11.411,16.434,20.616,15.327,16.304,17.461,15.827,16.67,491.13,1
13664,109.47,4,18.269,10.704,16.395,16.946,12.069,18.517,11.293,15.561,16.747,12.219999999999999,15.301,18.155800000000003,12.576,15.429,622.342,0
13665,61.65,2,16.567,9.748,15.584,17.809,12.641,17.045,11.227,15.657,18.699,12.896,14.772,13.208,15.418000000000001,17.696,472.512,0
13666,80.12,8,17.658,11.649,16.467,17.615,11.445,19.221,11.593,16.06,16.016,12.869,14.609,19.169,16.0,16.177,680.106,0
13667,97.14,3,18.176,10.677,17.658,17.3916,11.602200000000002,18.53,11.599,16.939,18.159,10.315,14.464,16.2284,17.233,18.726,778.014,0
13668,53.5,4,15.749,10.17,17.236,17.341,12.135,20.164,11.326,15.914,19.33,12.846,16.792,14.524,14.155,14.941,822.864,0
13669,69.14,5,16.149,11.959,16.7658,17.633,11.885,19.53,11.463,16.17,18.751,8.451,16.546,19.467,15.084,16.748,712.336,0
13670,141.17,4,17.613,11.93,17.254,16.376,13.747,16.854,11.209,16.049,17.646800000000002,10.249,15.805,18.73,17.25,11.398,577.92,0
13671,101.08,4,16.408,12.091,16.305,16.66,10.646,18.337,12.22,17.699,18.039,11.516,15.746,15.145,15.53,13.736,573.447,1
13672,98.39,1,17.153,13.447,15.793,14.421,10.733,19.756,12.105,16.193,17.082,10.499,15.513,17.569,15.186,13.991,658.33,0
13673,167.04,3,18.459,11.975,17.478,17.461,12.373,19.153,10.86,15.01,18.471,12.793,16.615,16.788,15.565,16.125999999999998,737.537,1
13674,124.3,7,17.374,10.852,16.742,18.532,12.532,18.972,10.454,17.659,17.498,12.245,17.18,16.721,13.336,15.86,682.077,0
13675,155.13,7,17.245,12.268,17.97,15.695,11.211,17.919,10.563,16.128,19.301,10.082,14.864,15.288,16.419,17.742,578.494,0
13676,97.56,11,16.566,11.348,15.662,18.601,12.17,18.187,10.856,17.118,16.862,12.835,16.206,19.061,16.86,18.587,553.877,0
13677,150.65,4,17.939,12.748,17.554,16.651,10.879,18.9776,12.698,18.453,17.908,12.0358,14.618,13.772,17.332,17.192,771.772,0
13678,113.33,10,17.358,11.06,16.836,17.367,12.205,21.559,12.165,17.361,17.472,11.42,16.329,16.666,13.222,15.532,963.47,0
13679,86.66,7,16.87,9.668,16.916,18.306,12.073,17.331,10.989,15.817,19.6,11.073,15.606,17.279,15.848,13.936,539.879,1
13680,76.93,5,19.049,12.562,17.285,17.731,10.968,19.088,10.925,14.139,18.036,11.6206,15.906,16.178,16.717,16.161,666.926,0
13681,128.39,11,18.434,12.543,16.346,16.947,10.782,18.891,10.883,16.322,19.8582,12.537,15.113,15.595,17.337,18.456,585.441,1
13682,113.48,14,17.686,11.852,18.196,17.116,11.73,19.621,11.578,15.138,19.034,12.331,14.836,18.429,14.747,14.989,813.313,0
13683,96.29,8,16.263,12.291,16.115,16.954,13.606,18.779,11.8736,16.018,19.569,10.662,14.7484,16.088,16.151,16.551,661.691,0
13684,60.05,9,17.438,12.27,17.941,17.021,11.95,21.58,11.34,16.23,18.197,11.797,15.309,16.161,14.425,17.862,978.327,0
13685,150.98,4,18.302,11.177,16.959,16.51,11.361,19.653,11.93,16.647,23.439,12.43,16.195,18.805,19.984,16.175,745.129,0
13686,235.16,2,17.016,12.43,16.504,17.797,12.904,19.134,10.724,15.831,19.397,10.822,14.949,17.769,14.889,15.651,704.146,1
13687,128.38,3,16.287,12.983,17.454,18.338,13.165,18.948,11.543,17.1,19.162,14.472,15.0046,14.994,14.770199999999999,12.467,780.982,0
13688,77.86,1,16.84,12.975,16.804,16.901,10.66,19.624,9.368,16.923,18.655,10.9346,15.0524,16.432,17.447,16.104,614.971,0
13689,91.88,0,19.109,10.607,16.013,16.724,11.18,19.295,9.818,16.048,19.138,11.385,16.111,17.277,18.784,17.149,580.081,0
13690,165.1,2,17.108,11.314,17.648,19.226,11.817,17.463,11.092,15.209,19.536,10.814,15.992,16.697,15.619,16.9546,590.324,1
13691,161.19,10,16.508,11.896,16.425,15.857,11.772,19.79,11.773,17.715,17.816,10.527,14.907,17.278,15.524,16.23,657.4921999999999,0
13692,88.49,2,18.39,11.067,17.436,18.12,12.516,18.72,12.596,18.096,19.016,10.954,15.539,15.621,14.487,18.183,769.833,1
13693,81.47,9,17.027,10.58,15.79,17.288,10.392,18.562,12.262,15.2,20.288,11.945400000000001,17.966,16.273,13.299,13.829,562.529,0
13694,134.68,5,17.563,11.429,17.721,16.486,11.58,19.469,9.766,15.126,18.481,12.224,14.284,15.858,12.58,15.692,698.455,1
13695,115.72,4,17.657,13.872,17.019,17.607,12.122,19.711,11.979,15.727,20.675,10.885,16.11,14.003,15.126800000000003,17.916,795.625,0
13696,151.07,3,19.242,12.726,18.589,18.045,11.896,18.341,12.271,15.545,18.81,9.376,15.716,13.879,13.759,16.774,900.433,1
13697,158.69,5,17.374,13.084,16.863,17.336,9.549,18.3182,12.441,15.753,18.046,11.0648,16.189,16.772,14.882,17.568,739.38,1
13698,117.92,8,18.421,10.633,17.109,17.878,11.361,17.696,10.308,18.772,17.369,8.973,16.442,15.722,16.921,16.6856,525.313,0
13699,169.86,3,17.761,11.578,18.077,19.339,11.398,19.0,11.612,17.1,19.341,9.16,13.828,15.963,15.838,17.406,755.194,0
13700,151.63,8,18.344,11.631,17.28,16.405,10.757,18.119,11.315,17.473,20.298,14.229,15.859,15.654,17.243,18.281,574.237,1
13701,132.07,4,17.907,10.963,17.113,18.888,12.194,18.9648,10.041,16.503,16.323,9.929,16.091,14.606,16.141,18.796,664.01,0
13702,131.03,5,17.184,10.84,17.501,16.054,11.478,19.05,12.977,18.472,16.388,12.531,15.997,18.801,16.816,16.817,758.764,0
13703,112.95,5,17.494,11.829,16.806,17.805,10.534,20.069,11.42,16.452,19.726,11.52,17.554,15.083,15.752,14.085,732.14,1
13704,108.96,11,17.782,12.514,16.02,16.623,12.174,18.646,9.94,16.675,18.962,9.89,15.336,14.96,15.471399999999997,16.4008,566.616,0
13705,116.09,9,17.826,11.444,17.838,16.721,13.226,18.71,10.511,17.028,19.088,11.951,15.459,15.6536,17.355,17.145,732.547,0
13706,106.42,11,16.966,10.8,16.775,19.373,12.087,17.792,11.426,16.55,18.081,10.303,16.795,16.987,18.253,15.353,654.19,0
13707,69.17,9,16.814,12.275,17.878,15.604,11.429,19.97,11.866,15.397,17.311,9.142,15.963,15.865,15.695,17.683,816.382,1
13708,124.74,5,18.294,11.256,17.317,18.094,12.469,19.337,9.697,15.213,19.705,11.89,14.068,16.408800000000003,16.118,19.664,712.275,0
13709,112.08,8,18.73,11.474,18.124,16.084,10.77,20.839,11.583,15.431,19.266,11.475,15.8602,14.509,15.009,16.33,874.099,0
13710,84.13,9,17.98,10.988,15.328,16.878,12.787,18.433,12.209,14.372,20.472,10.239,17.455,14.941,13.498,15.92,621.371,0
13711,103.78,4,17.963,12.246,17.32,17.025,11.262,17.439,11.293,15.885,15.762,9.09,16.222,17.976,13.385,15.012,538.756,0
13712,182.99,14,19.179,11.382,17.125,19.501,11.974,16.826,11.179,16.031,19.5042,11.308,16.243,17.691,17.974,16.306,516.741,0
13713,92.08,11,18.896,12.212799999999998,16.224,19.786,11.777,16.068,10.868,15.899,17.281,10.316,15.467,17.551,14.277,14.418,382.511,0
13714,136.84,4,18.169,11.152,18.34,18.648,12.017,18.84,11.407,17.658,16.311,7.97,15.423,13.891,14.759,14.865,767.554,0
13715,67.98,3,16.648,11.366,18.581,17.148,10.698,18.421,10.884,16.651,18.604,11.583,14.872,16.764,14.408,17.375,655.747,0
13716,127.8,1,17.707,12.068,17.0,16.807,10.717,20.771,12.011,15.959,16.411,11.086,14.581,13.382,13.146,15.948,828.194,0
13717,120.73,10,18.364,13.467,17.101,17.37,12.603,18.105,12.036,15.825,20.819,10.607,16.825,15.448,14.277,14.064,673.704,0
13718,162.06,5,19.977,11.815,17.019,15.75,12.975,18.705,12.454,15.644,18.9354,11.654,15.349,13.901,15.546,17.096,742.884,0
13719,129.81,7,17.9,11.835,17.129,19.352,9.719,20.114,11.455,15.038,17.601,12.711,15.724,15.305,14.653,13.607,731.309,0
13720,193.74,5,18.687,10.747,15.825,20.119,11.692,18.985,12.319,15.922,18.761,10.14,14.775,16.04,16.041,17.189,679.018,0
13721,104.1,9,17.889,11.472,17.166,17.567,11.205,21.065,9.961,17.588,19.267,10.626,14.164,17.544,15.521,14.846,814.367,0
13722,125.78,2,17.353,11.577,15.091,17.728,10.826,18.955,10.338,17.783,18.071,12.096,16.825,16.342,16.446,15.101,512.244,0
13723,175.45,5,18.493,11.131,16.4,16.406,11.543,18.599,10.892,16.367,19.98,11.767,15.553,15.467,15.708,13.045,588.763,1
13724,69.19,6,19.058,10.537,16.645,17.43,10.569,18.358,11.011,15.174,20.259,10.682,15.379,14.274,14.4498,15.485,551.243,0
13725,116.45,1,18.909,11.525,16.232,16.82,12.869,19.93,11.073,14.538,20.934,11.145,15.917,13.315,16.325,17.458,766.177,0
13726,143.01,3,17.891,13.031,18.749,16.377,12.585,19.112,11.647,16.518,20.595,14.216,15.55,15.301,17.676,18.959,830.514,0
13727,131.87,5,18.609,12.141,16.638,17.062,11.983,18.322,12.84,15.214,18.439,11.607,15.0876,17.271,14.153,15.339,670.697,0
13728,99.42,6,17.301,12.061,16.189,15.237,10.786,18.101,11.602,17.067,18.821,11.267,16.157,14.691,17.107,18.696,517.785,0
13729,129.47,5,17.553,12.521,17.185,18.751,12.196,17.85,13.113,18.083,16.641,11.053,14.996,18.483,14.451,12.687,687.133,0
13730,158.92,14,16.263,12.209,17.793,18.604,12.739,16.516,12.749,16.062,17.961,9.16,14.543,15.283,17.94,15.551,605.643,0
13731,80.94,8,19.497,12.112,15.338,17.258,12.012,18.447,11.634,16.401,20.514,11.316,15.679,15.43,14.026,15.047,571.701,1
13732,82.86,5,18.349,13.35,18.278,18.027,11.62,18.7288,9.481,15.591,18.087,11.528,15.931,12.94,17.237,16.767,655.3242000000001,0
13733,176.73,7,17.596,11.63,17.708,18.0124,8.73,20.069,10.103,16.462,17.452,10.583,14.457,17.858,17.773,16.9858,638.328,0
13734,261.58,14,18.622,12.446,16.936199999999996,15.995,10.778,19.1,10.84,16.919,17.103,10.32,16.375,16.418,14.645,15.719,621.859,1
13735,127.07,6,18.644,11.636,18.193,17.669,12.197,20.681,10.5698,17.446,17.019,11.175,15.862,12.906,14.284,16.345000000000002,902.426,0
13736,108.67,2,18.769,11.478,16.868,18.5,13.051,19.801,11.108600000000001,16.441,18.7852,11.681000000000001,16.082,11.255,12.112,16.962,859.909,0
13737,67.63,2,17.373,12.395,20.406,16.911,10.684,18.602,9.946,15.198,20.8,9.527,14.092,18.458,15.148,15.987,732.441,1
13738,110.1,3,17.622,13.176,17.053,17.227,13.112,19.6528,10.17,14.244,17.272,12.568,17.075,15.481399999999999,16.046,18.085,764.639,0
13739,103.73,7,17.887,11.194,16.635,17.914,11.551,18.184,11.027,16.016,19.976,12.1282,14.496,14.247,15.856,16.284,579.627,0
13740,139.9,6,17.909,10.132,17.52,17.305,11.462,18.538,11.444,16.65,18.748,10.785,14.087,14.1208,14.764,17.257,665.054,0
13741,101.23,7,18.593,12.714,16.679,18.293,11.444,19.415,11.675,17.427,18.598,11.915,14.965,17.454,16.493,13.945,716.052,1
13742,85.47,1,18.624,12.985,16.45,17.223,10.892,19.789,11.5046,17.93,20.443,12.61,15.324,13.234,13.291,14.686,669.392,0
13743,142.802,9,17.944,12.451,17.693,18.65,12.974,20.11,13.103,16.85,18.119,12.299,13.953,17.443,14.838,18.692,950.101,0
13744,100.43,5,17.042,12.977,15.988,16.962,11.563,19.099,11.53,14.929,21.092,9.657,15.818,19.181,15.317,15.623,641.48,0
13745,138.06,5,19.954,13.937,17.777,17.0,12.273,19.55,11.101,17.497,19.669,11.065,15.162,15.411,15.872,18.692,797.1016,0
13746,194.52,2,15.799,11.424,18.23,17.893,11.532,18.821,10.622,15.961,20.003,9.344,16.567,18.908,14.802,15.381,706.107,0
13747,113.12,5,16.625,9.69,17.328,16.491,9.381,19.608,10.32,17.533,18.479,10.984,17.048,18.013,16.804,13.539,619.239,0
13748,89.79,3,15.866,12.382,16.849,17.125,11.601,20.358,10.94,16.017,20.046,10.203,16.161,13.933,14.822,16.446,777.263,1
13749,134.28,10,18.5,12.142,17.409,17.943,12.009,18.048,12.148,16.614,19.758,12.005,14.372,14.149,14.718,15.661,716.2818,0
13750,145.26,3,17.916,13.727,16.688,17.276,11.567,17.592,10.707,17.029,20.387,12.436,15.892,13.198,14.818999999999999,16.7214,512.551,0
13751,201.63,10,18.376,12.44,18.572,15.882,11.672,18.243,11.953,15.712,17.626,10.9076,14.376,20.452,15.103,13.754,710.619,1
13752,130.46,3,16.807,12.241,17.309,17.176,11.949,18.796,13.183,15.909,19.393,9.672,16.201,17.582,14.636,15.611,761.373,0
13753,79.14,6,18.038,12.864,17.09,18.048,9.515,18.747,10.742,14.669,21.142,10.342,13.203,15.952,12.509,15.22,560.902,0
13754,130.52,7,15.948,10.257,17.249,18.208,11.71,19.599,11.527,16.283,19.964,12.965,16.449,14.549,15.852,17.867,768.361,0
13755,75.81,1,18.234,9.618,16.337,15.705,10.698,20.215,11.275,15.76,17.197,11.816,16.3066,18.448,15.16,16.218400000000003,706.613,0
13756,127.84,2,17.334,8.998,17.4246,17.602,11.322,19.184,12.299,15.581,21.747,8.599,15.574,17.529,11.505,17.0624,652.5838,0
13757,142.49,5,19.038,11.178,18.414,18.417,11.94,18.113,11.523,15.402,20.075,15.116,16.061,16.142,14.1494,17.511,703.42,0
13758,94.31,4,19.135,11.142,16.489,17.507,12.9,19.437,12.741,16.156,19.99,10.16,15.162,17.364,15.05,14.932,802.339,1
13759,98.21,5,19.231,12.667,17.486,18.6834,10.498,16.875,11.218399999999999,14.768,20.472,10.514,15.472,18.158,14.3072,15.235999999999999,458.223,0
13760,146.4,5,16.673,12.415,18.206,18.098,11.564,18.816,12.524,16.533,23.101,8.895,15.243,18.166,16.144,16.0768,776.134,0
13761,159.81,9,17.339,10.523,17.461,17.558,11.708,19.33,8.196,15.685,18.821,10.428,15.903,13.489,16.062,16.7214,698.5162,0
13762,139.16,2,15.641,11.523,17.015,17.774,11.579,18.811,11.104,15.432,18.003,12.839,16.208,14.231,16.142,16.444,650.2376,0
13763,102.92,7,17.305,9.983,15.828,18.183,10.619,18.398,10.986,17.343,20.241,12.687,16.557,14.718,16.048,15.33,518.572,0
13764,124.2,1,19.568,11.6536,17.978,16.145,11.691,19.365,11.854,15.458,20.382,12.751,13.75,16.279,14.828,13.785,781.215,0
13765,113.79,15,17.302,12.035,16.973,16.436,10.645,19.055,11.256,15.662,20.112,10.9294,16.989,14.032,15.535,16.858,636.67,0
13766,199.27,1,17.162,12.048,18.082,18.441,11.458,17.877,11.569,15.512,19.41,10.6938,16.132,16.519,17.783,19.705,647.638,1
13767,88.24,1,17.61,11.064,18.352,18.379,12.024,18.681,11.352,16.058,19.437,15.899,15.263,14.163,15.009,12.002,709.5696,0
13768,100.6,6,18.217,11.889,17.433,15.825,11.878,18.594,10.326,16.229,17.718,10.404,14.522,13.906,15.358,18.353,632.0,0
13769,170.87,5,18.071,11.324,15.688,17.702,12.614,17.503,10.936,16.801,19.477,11.102,15.37,17.069,16.513,15.344,507.949,1
13770,135.86,4,19.967,11.75,17.033,15.959,12.409,17.656,12.013,17.018,19.023,9.159,15.307,19.06,16.448,16.8476,609.478,1
13771,175.0,1,19.386,13.25,18.271,17.481,11.866,19.08,10.57,15.113,19.107,11.257,14.386,16.163800000000002,15.184,17.605,740.714,1
13772,209.42,0,19.837,11.416,14.726,18.306,10.284,16.849,11.325,15.138,20.299,10.832,15.576,15.028,15.402,16.908,318.315,0
13773,135.77,2,17.827,12.289,18.398,16.904,13.458,19.262,10.653,16.053,18.808,7.684,16.422,20.731,15.085,15.234,740.8851999999999,1
13774,122.23,5,17.27,12.634,16.518,15.666,10.617,18.15,12.137,16.125,19.952,10.648,15.122,12.611,14.37,15.643,554.498,0
13775,138.57,3,20.074,13.874,17.483,16.502,12.89,19.322,12.102,16.008,21.06,12.575,15.978,13.183,15.319,16.715,812.139,0
13776,142.38,6,16.422,10.321,17.516,17.996,10.941,18.596,13.058,15.411,20.678,11.644,15.51,15.441,14.655199999999999,14.727,712.882,0
13777,96.73,10,17.574,10.438,16.027,17.96,12.285,17.898,11.139,16.758,18.963,10.526,15.396,18.347,13.958,14.9144,555.889,0
13778,99.13,3,19.667,10.747,15.67,20.28,10.922,20.431,12.219,16.525,18.923,10.079,14.948,15.584,15.522,16.857,768.048,0
13779,114.07,3,16.571,13.166,17.036,17.388,11.481,19.485,11.879,16.796,17.624,11.536,15.232,17.57,14.93,15.749,743.592,1
13780,91.96,10,19.147,11.243,17.494,17.55,11.05,17.247,10.969,15.686,19.555,11.792399999999999,17.252,16.469,16.528,14.545,513.3,0
13781,122.25,3,18.52,11.443,16.315,19.335,10.966,19.776,10.636,16.582,19.72,10.946,16.249,15.124,15.673,13.731,679.971,0
13782,87.32,10,16.828,11.166,17.956,18.094,13.05,20.802,12.402,16.178,19.241,11.242,15.881,16.607,18.449,16.296,1001.662,0
13783,67.27,4,17.835,10.884,17.523,17.34,14.013,19.333,10.903,16.855,19.393,11.347,15.039,14.789,14.727,15.659,825.845,0
13784,109.09,2,16.241,13.189,17.56,17.911199999999997,9.863,19.359,11.907,15.806,18.136,11.49,16.471,16.653,16.325,17.118,687.011,0
13785,171.54,8,18.493,11.706,17.383,17.171,11.554,19.724,10.775,15.779,19.9544,9.626,14.768,18.3,16.398,15.504,744.627,0
13786,100.59,2,16.408,12.286,16.985,18.849,11.357,18.828,11.566,15.927,16.369,11.898,15.737,17.161,14.226,15.7,675.534,0
13787,177.59,4,18.42,11.121,16.703,18.061,13.231,18.209,10.446,15.495,18.993,11.7842,16.716,18.275,12.951,15.809,635.363,0
13788,111.22,11,17.968,12.504,17.39,17.972,12.039,18.267,10.894,16.306,20.52,14.115,16.779,14.513,15.105,16.213,739.2692,0
13789,194.62,4,17.207,11.821,15.955,17.937,11.985,20.01,10.378,16.243,18.444,10.357,16.13,17.502,16.424200000000003,18.54,705.549,1
13790,95.82,11,17.754,11.357,18.057,17.617,10.08,20.138,10.927,15.121,21.149,10.17,14.989,14.807,14.249,15.499,681.9073999999999,0
13791,96.45,8,16.4,10.638200000000001,17.103,16.766,11.6308,20.159,9.083,16.153,17.874,12.223,14.288,18.729,15.721,15.563,707.373,1
13792,114.76,11,16.833,12.646,18.655,16.743,9.442,19.769,10.674,18.696,19.963,8.8,14.312,14.137,15.936,16.469,721.765,1
13793,106.09,6,18.695,10.727,17.081,17.317,12.276,19.275,10.836,14.878,17.96,10.5796,17.481,15.39,16.807,16.322,742.731,1
13794,85.0,6,17.337,14.328,17.871,19.163,12.481,19.831,12.058,15.71,19.455,10.957,16.01,16.293,13.771,16.566,879.901,0
13795,134.98,8,18.254,11.447,16.847,15.251,9.852,19.177,11.695,16.139,20.67,9.769,14.423,16.657,12.008,16.7182,616.304,1
13796,114.76,3,18.165,10.097,17.501,18.471,11.435,16.846,10.365,16.538,19.486,10.347,14.641,16.087,15.133,16.896,477.934,0
13797,98.31,8,17.623,11.825,19.494,18.164,11.667,17.717,14.166,14.268,19.164,11.213,16.561,16.7,13.520600000000002,19.646,727.4656000000001,0
13798,123.75,2,16.306,10.186,15.508,18.558,11.911,19.245,11.022,16.816,17.78,10.312,15.001,17.539,16.642,16.577,636.729,1
13799,111.8,4,17.601,12.59,16.899,18.553,13.022,17.894,10.821,14.833,20.287,10.533,15.923,14.054,15.208,16.254,624.737,0
13800,178.01,2,18.773,10.459,16.665,18.292,12.714,18.127,10.661,14.499,17.881,10.461,17.56,16.818,16.989,16.434,613.476,0
13801,146.54,2,17.966,11.593,17.251,17.077,12.598,17.182,10.536,14.748,19.395,11.363,14.598,14.785,17.224,18.446,647.1654,1
13802,129.68,8,18.496,12.44,18.354,18.57,11.569,20.016,10.705,16.824,20.621,14.006,16.049,13.474,15.11,16.755,830.579,0
13803,164.83,5,19.506,12.006,17.666,17.726,11.208,20.439,11.565,17.911,20.192,11.418,15.133,16.05,13.974,14.255,843.432,1
13804,100.12,8,18.856,10.94,17.081,18.028,10.59,19.991,13.052,15.459,21.17,11.646,16.734,16.128,13.603,14.459,802.08,1
13805,190.0,8,17.64,12.372,16.12,16.291,12.54,17.16,12.299,15.706,20.017,11.986,16.094,14.159199999999998,17.092,18.562,534.868,0
13806,74.38,9,18.48,10.414,15.342,18.043,10.983,18.813,11.127,16.981,20.353,9.719,14.831,14.753,13.01,16.556,549.121,0
13807,76.28,9,17.667,10.707,14.186,18.527,11.397,18.401,11.36,15.528,19.687,12.984,15.898,15.887,13.741,13.962,480.231,0
13808,125.56,1,18.832,11.1,16.341,17.409,11.782,20.104,10.015,16.141,21.346,10.317,18.169,14.895,14.562199999999999,16.1474,708.373,1
13809,186.87,1,16.203,13.392,17.702,18.302,11.839,20.944,10.461,14.346,17.921,10.768,15.256799999999998,17.176,17.675,16.6864,881.559,0
13810,72.13,11,14.556,11.318,16.236,17.574599999999997,11.286,19.35,7.701,17.49,19.037,9.875,15.661,16.627,15.769,18.039,542.246,0
13811,99.03,1,16.815,12.33,16.429,17.512,12.803,19.608,12.633,16.726,17.077,9.002,14.326,15.382,15.096,17.371,706.5278000000001,1
13812,122.0,4,17.599,12.458,15.809,18.491,11.784,19.417,10.707,17.0656,19.719599999999996,11.685,15.305,17.612,14.616,16.281,650.59,0
13813,88.81,6,18.021,12.821,18.058,16.901,11.743,18.229,11.575,16.534,20.98,10.215,14.977,14.861,14.085,15.244,678.918,0
13814,132.04,7,19.381,11.793,17.932,17.75,12.508,19.85,11.497,14.856,20.877,10.812,14.808,17.028,12.464,13.407,855.842,0
13815,116.12,3,16.218,12.945,16.595,17.259,13.224,19.815,12.235,16.193,17.821,13.065,14.305,16.927,13.632,15.7132,834.538,0
13816,127.2,5,17.079,11.312,18.505,18.157,11.945000000000002,18.683,11.246,15.463,20.708,12.78,16.224,15.390199999999998,16.499,14.738,696.659,0
13817,115.32,3,17.131,11.85,16.695,18.696,11.549,17.908,11.844,17.197,18.096,10.76,16.296,14.78,15.055,16.787,592.543,0
