PassengerId,CryoSleep,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Expenditure,NoSpending,Group,GroupSize,Solo,CabinRegion_1,CabinRegion_2,CabinRegion_3,CabinRegion_4,CabinRegion_5,CabinRegion_6,CabinRegion_7,FamilySize,HomePlanet_Earth,HomePlanet_Europa,HomePlanet_Mars,Destination_55 Cancri e,Destination_PSO J318.5-22,Destination_TRAPPIST-1e,CabinSide_P,CabinSide_S,CabinSide_Z,CabinDeck_A,CabinDeck_B,CabinDeck_C,CabinDeck_D,CabinDeck_E,CabinDeck_F,CabinDeck_G,CabinDeck_T,AgeEncoded
4005_04,1,0,-0.3375298928969419,-0.2838651282377854,-0.2873829429551493,-0.2738262777680785,-0.26583090741520166,-0.5183569229651437,1,4005,8,0,0,0,1,0,0,0,0,6,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1.0
4005_05,1,0,-0.3375298928969419,-0.2838651282377854,-0.2873829429551493,-0.2738262777680785,-0.26583090741520166,-0.5183569229651437,1,4005,8,0,0,0,1,0,0,0,0,15,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,3.0
4005_06,0,0,-0.3314720894145531,-0.2838651282377854,3.5233409739597574,-0.2720492596795738,-0.26583090741520166,0.29400019917618475,0,4005,8,0,0,0,1,0,0,0,0,15,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1.0
4005_07,1,0,-0.3375298928969419,-0.2838651282377854,-0.2873829429551493,-0.2738262777680785,-0.26583090741520166,-0.5183569229651437,1,4005,8,0,0,0,1,0,0,0,0,16,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,3.0
4005_08,1,0,-0.3375298928969419,-0.2838651282377854,-0.2873829429551493,-0.2738262777680785,-0.26583090741520166,-0.5183569229651437,1,4005,8,0,0,0,1,0,0,0,0,16,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1.0
4006_01,1,0,-0.3375298928969419,-0.2838651282377854,-0.2873829429551493,-0.2738262777680785,-0.26583090741520166,-0.5183569229651437,1,4006,5,0,0,0,1,0,0,0,0,11,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1.0
4006_02,1,0,-0.3375298928969419,-0.2838651282377854,-0.2873829429551493,-0.2738262777680785,-0.26583090741520166,-0.5183569229651437,1,4006,5,0,0,0,1,0,0,0,0,11,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1.0
4006_03,0,0,0.2682504553419365,-0.2838651282377854,-0.0766054128711817,-0.2738262777680785,-0.12651261726148325,-0.2750765939175655,0,4006,5,0,0,0,1,0,0,0,0,11,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,4.0
4006_04,0,0,2.382423870695622,-0.2838651282377854,-0.2806915927937535,-0.2738262777680785,-0.2614221007647676,0.12363283424374326,0,4006,5,0,0,0,1,0,0,0,0,11,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,3.0
4006_05,0,0,-0.3375298928969419,0.15721931481063633,-0.2873829429551493,-0.2738262777680785,-0.11541775948204293,-0.20729150655758874,0,4006,5,0,0,0,1,0,0,0,0,11,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,4.0
4008_01,1,0,-0.3375298928969419,-0.2838651282377854,-0.2873829429551493,-0.2738262777680785,-0.26583090741520166,-0.5183569229651437,1,4008,1,1,0,0,1,0,0,0,0,4,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,2.0
4009_01,0,0,-0.3254142859321643,-0.2838651282377854,0.05722159035673427,0.8341445004146009,-0.2534862487939861,0.006260745668157275,0,4009,1,1,0,0,1,0,0,0,0,19,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,4.0
4010_01,1,0,-0.3375298928969419,-0.2838651282377854,-0.2873829429551493,-0.2738262777680785,-0.26583090741520166,-0.5183569229651437,1,4010,1,1,0,0,1,0,0,0,0,4,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,3.0
4013_01,0,0,0.3591175075777682,-0.2838651282377854,-0.2873829429551493,0.006054071171411484,-0.11416795864026769,-0.1815345960527803,0,4013,1,1,1,0,0,0,0,0,0,9,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1.0
4014_01,0,0,-0.3375298928969419,0.0018372951003968567,-0.28571010541480035,0.7861650120249739,2.413841774718661,1.149393753795228,0,4014,2,0,1,0,0,0,0,0,0,2,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,3.0
4014_02,0,0,-0.3375298928969419,1.7448726936241317,-0.2873829429551493,0.39255550542118334,1.8221799222304012,1.742300637599779,0,4014,2,0,1,0,0,0,0,0,0,2,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,2.0
4016_01,0,0,0.13043542611759165,0.05571976967733474,-0.2873829429551493,-0.2738262777680785,-0.21733403426042627,-0.19611718887580765,0,4016,1,1,1,0,0,0,0,0,0,6,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,2.0
4017_01,0,0,-0.3375298928969419,-0.2838651282377854,-0.2873829429551493,-0.2738262777680785,-0.26583090741520166,-0.5183569229651437,1,4017,5,0,1,0,0,0,0,0,0,7,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,2.0
4017_02,1,0,-0.3375298928969419,-0.2838651282377854,-0.2873829429551493,-0.2738262777680785,-0.26583090741520166,-0.5183569229651437,1,4017,5,0,0,0,1,0,0,0,0,7,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,2.0
4017_03,1,0,-0.3375298928969419,-0.2838651282377854,-0.2873829429551493,-0.2738262777680785,-0.26583090741520166,-0.5183569229651437,1,4017,5,0,0,0,1,0,0,0,0,7,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1.0
4017_04,1,0,-0.3375298928969419,-0.2838651282377854,-0.2873829429551493,-0.2738262777680785,-0.26583090741520166,-0.5183569229651437,1,4017,5,0,1,0,0,0,0,0,0,7,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,2.0
4017_05,0,0,1.0724238676290474,-0.2838651282377854,-0.0632227125483901,-0.2738262777680785,0.10539061255135188,0.010173148620676808,0,4017,5,0,0,0,1,0,0,0,0,9,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,2.0
4018_01,0,0,-0.10553987006658186,-0.283238587835728,-0.2873829429551493,-0.2560560968830315,-0.228796931551555,-0.4414660226651563,0,4018,1,1,0,0,1,0,0,0,0,4,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,2.0
4019_01,0,0,0.05319843171713466,-0.04765939666213911,-0.2790187552534046,-0.2738262777680785,-0.26583090741520166,-0.2907262057276436,0,4019,1,1,1,0,0,0,0,0,0,10,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,4.0
4020_01,0,0,9.503371864243636,0.6371492627866179,-0.2873829429551493,0.09579348464089874,3.414640884367208,3.9481845568294283,0,4020,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,3.0
4021_01,0,0,2.4536030616136904,-0.2838651282377854,0.8200355087558552,-0.2738262777680785,-0.26583090741520166,0.372603931222259,0,4021,1,1,0,0,1,0,0,0,0,6,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,2.0
4022_01,0,0,-0.3314720894145531,-0.2838651282377854,0.0856598285426664,0.18109035288912426,-0.26494914608511483,-0.2551589061592842,0,4022,1,1,0,0,1,0,0,0,0,9,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,3.0
4023_01,0,0,-0.3360154420263447,-0.06144328550740229,0.9789550750890054,-0.2738262777680785,-0.12632449457030345,-0.06622066305676926,0,4023,1,1,1,0,0,0,0,0,0,14,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,2.0
4026_01,1,0,-0.3375298928969419,-0.2838651282377854,-0.2873829429551493,-0.2738262777680785,-0.26583090741520166,-0.5183569229651437,1,4026,1,1,1,0,0,0,0,0,0,5,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,3.0
4027_01,1,0,-0.3375298928969419,-0.2838651282377854,-0.2873829429551493,-0.2738262777680785,-0.26583090741520166,-0.5183569229651437,1,4027,1,1,0,0,1,0,0,0,0,9,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,2.0
4030_01,0,0,-0.3375298928969419,-0.2838651282377854,-0.2873829429551493,-0.2738262777680785,-0.26583090741520166,-0.5183569229651437,1,4030,5,0,0,0,1,0,0,0,0,10,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1.0
4030_02,1,0,-0.3375298928969419,-0.2838651282377854,-0.2873829429551493,-0.2738262777680785,-0.26583090741520166,-0.5183569229651437,1,4030,5,0,0,0,1,0,0,0,0,9,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1.0
4030_03,0,0,-0.3375298928969419,-0.2838651282377854,-0.2873829429551493,-0.2738262777680785,-0.26583090741520166,-0.5183569229651437,1,4030,5,0,0,0,1,0,0,0,0,9,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1.0
4030_04,1,0,-0.3375298928969419,-0.2838651282377854,-0.2873829429551493,-0.2738262777680785,-0.26583090741520166,-0.5183569229651437,1,4030,5,0,0,0,1,0,0,0,0,9,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,2.0
4030_05,0,0,-0.3375298928969419,-0.2838651282377854,-0.2873829429551493,-0.2738262777680785,-0.26583090741520166,-0.5183569229651437,1,4030,5,0,0,0,1,0,0,0,0,9,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1.0
4031_01,1,0,-0.3375298928969419,-0.2838651282377854,-0.2873829429551493,-0.2738262777680785,-0.26583090741520166,-0.5183569229651437,1,4031,2,0,1,0,0,0,0,0,0,8,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,2.0
4031_02,1,0,-0.3375298928969419,-0.2838651282377854,-0.2873829429551493,-0.2738262777680785,-0.26583090741520166,-0.5183569229651437,1,4031,2,0,1,0,0,0,0,0,0,8,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,2.0
4032_01,1,0,-0.3375298928969419,-0.2838651282377854,-0.2873829429551493,-0.2738262777680785,-0.26583090741520166,-0.5183569229651437,1,4032,1,1,0,0,1,0,0,0,0,10,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1.0
4033_01,0,0,2.72923312006238,4.206549933307724,-0.2873829429551493,1.908351934915691,-0.22438812490112087,3.641238761554487,0,4033,1,1,1,0,0,0,0,0,0,3,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,3.0
4034_01,1,0,-0.3375298928969419,-0.2838651282377854,-0.2873829429551493,-0.2738262777680785,-0.26583090741520166,-0.5183569229651437,1,4034,1,1,1,0,0,0,0,0,0,4,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,3.0
4035_01,1,0,-0.3375298928969419,-0.2838651282377854,-0.2873829429551493,-0.2738262777680785,-0.26583090741520166,-0.5183569229651437,1,4035,1,1,0,0,1,0,0,0,0,6,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,2.0
4036_01,0,0,-0.3269287368027615,-0.24564616371228296,-0.10337081351676489,0.35523812556258466,-0.26583090741520166,-0.20323064878947952,0,4036,1,1,0,0,1,0,0,0,0,4,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,2.0
4037_01,1,0,-0.3375298928969419,-0.2838651282377854,-0.2873829429551493,-0.2738262777680785,-0.26583090741520166,-0.5183569229651437,1,4037,1,1,0,0,1,0,0,0,0,7,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1.0
4038_01,1,0,-0.3375298928969419,-0.2838651282377854,-0.2873829429551493,-0.2738262777680785,-0.26583090741520166,-0.5183569229651437,1,4038,1,1,0,0,1,0,0,0,0,11,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,2.0
4039_01,0,0,0.7437880287094559,-0.2838651282377854,-0.2806915927937535,-0.23028933459971337,-0.2561315327842466,-0.24164333232330767,0,4039,1,1,0,0,1,0,0,0,0,9,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,2.0
4040_01,1,0,-0.3375298928969419,-0.2838651282377854,-0.2873829429551493,-0.2738262777680785,-0.26583090741520166,-0.5183569229651437,1,4040,1,1,0,0,1,0,0,0,0,6,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,2.0
4042_01,0,0,-0.3375298928969419,-0.2838651282377854,-0.2873829429551493,-0.2738262777680785,-0.04566084656555257,-0.42954769258698355,0,4042,3,0,1,0,0,0,0,0,0,4,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1.0
4042_02,1,0,-0.3375298928969419,-0.2838651282377854,-0.2873829429551493,-0.2738262777680785,-0.26583090741520166,-0.5183569229651437,1,4042,3,0,1,0,0,0,0,0,0,4,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,2.0
4042_03,1,0,-0.3375298928969419,-0.2838651282377854,-0.2873829429551493,-0.2738262777680785,-0.26583090741520166,-0.5183569229651437,1,4042,3,0,1,0,0,0,0,0,0,4,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,2.0
4043_01,0,0,-0.3375298928969419,-0.2838651282377854,-0.2873829429551493,-0.2453939883520033,1.124706710131722,0.05392092708975886,0,4043,1,1,1,0,0,0,0,0,0,6,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,2.0
4044_01,0,0,0.4742157737431551,-0.2838651282377854,0.9438254867416774,-0.16898221054630128,-0.26583090741520166,-0.023971458964948206,0,4044,3,0,0,0,1,0,0,0,0,3,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,2.0
4044_02,0,0,-0.3375298928969419,-0.27384208012221894,-0.2873829429551493,-0.2738262777680785,-0.26583090741520166,-0.5126670623632769,0,4044,3,0,0,0,1,0,0,0,0,3,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1.0
4044_03,1,0,-0.3375298928969419,-0.2838651282377854,-0.2873829429551493,-0.2738262777680785,-0.26583090741520166,-0.5183569229651437,1,4044,3,0,0,0,1,0,0,0,0,3,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1.0
4045_01,0,0,1.8084469907392848,-0.2838651282377854,0.6008937909701428,0.9238839138840882,-0.09653273203853117,0.7222304859792318,0,4045,1,1,1,0,0,0,0,0,0,5,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,3.0
4046_01,1,0,-0.3375298928969419,-0.2838651282377854,-0.2873829429551493,-0.2738262777680785,-0.26583090741520166,-0.5183569229651437,1,4046,1,1,0,0,1,0,0,0,0,9,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1.0
4047_01,1,0,-0.3375298928969419,-0.2838651282377854,-0.2873829429551493,-0.2738262777680785,-0.26583090741520166,-0.5183569229651437,1,4047,1,1,0,0,1,0,0,0,0,5,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,2.0
4049_01,1,0,-0.3375298928969419,-0.2838651282377854,-0.2873829429551493,-0.2738262777680785,-0.26583090741520166,-0.5183569229651437,1,4049,1,1,1,0,0,0,0,0,0,5,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,2.0
4050_01,0,0,-0.3375298928969419,0.5318904752409718,-0.2873829429551493,1.5627219167015272,8.704327103558073,4.298166784582085,0,4050,1,1,1,0,0,0,0,0,0,4,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,3.0
4053_01,1,0,-0.3375298928969419,-0.2838651282377854,-0.2873829429551493,-0.2738262777680785,-0.26583090741520166,-0.5183569229651437,1,4053,1,1,0,0,1,0,0,0,0,6,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,2.0
4055_01,0,0,-0.3329865402851503,-0.26256275456783323,0.7163195812542203,-0.2738262777680785,-0.2587768167745071,-0.28894784074922564,0,4055,1,1,0,0,1,0,0,0,0,6,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,2.0
4058_01,0,0,0.3242851375540327,-0.006934270528406985,-0.2873829429551493,-0.2720492596795738,-0.26494914608511483,-0.20465334077221392,0,4058,1,1,0,0,1,0,0,0,0,7,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,3.0
4060_01,0,0,0.9951868732285905,-0.2826120474336706,0.6008937909701428,-0.2720492596795738,-0.26583090741520166,-0.015079634072858358,0,4060,1,1,0,0,1,0,0,0,0,5,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,4.0
4061_01,0,0,2.465718668578468,-0.2838651282377854,0.3449496472967536,-0.2738262777680785,-0.12915790125174373,0.3295674987445441,0,4061,3,0,1,0,0,0,0,0,0,8,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,2.0
4061_02,1,0,-0.3375298928969419,-0.2838651282377854,-0.2873829429551493,-0.2738262777680785,-0.26583090741520166,-0.5183569229651437,1,4061,3,0,0,0,1,0,0,0,0,8,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1.0
4061_03,1,0,-0.3375298928969419,-0.2838651282377854,-0.2873829429551493,-0.2738262777680785,-0.26583090741520166,-0.5183569229651437,1,4061,3,0,0,0,1,0,0,0,0,8,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1.0
4063_01,1,0,-0.3375298928969419,-0.2838651282377854,-0.2873829429551493,-0.2738262777680785,-0.26583090741520166,-0.5183569229651437,1,4063,1,1,0,0,1,0,0,0,0,7,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,3.0
4064_01,0,0,1.084539474593825,0.6415350456010198,-0.07344515583697801,-0.2738262777680785,-0.26583090741520166,0.3864357551031187,0,4064,1,1,0,0,1,0,0,0,0,10,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,3.0
4065_01,0,0,1.6903198228327037,-0.283238587835728,0.31483857157047246,-0.2738262777680785,-0.26583090741520166,0.0862871696969659,0,4065,1,1,0,0,1,0,0,0,0,4,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,2.0
4066_01,0,0,-0.3375298928969419,-0.2650689161760629,-0.2873829429551493,-0.2142961718031711,2.1942832035270414,0.5084710155733919,0,4066,2,0,1,0,0,0,0,0,0,6,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1.0
4066_02,1,0,-0.3375298928969419,-0.2838651282377854,-0.2873829429551493,-0.2738262777680785,-0.26583090741520166,-0.5183569229651437,1,4066,2,0,1,0,0,0,0,0,0,6,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,2.0
4068_01,0,0,-0.12100548648128168,0.5813871670035078,-0.2873829429551493,-0.1423269392187308,1.6572905535041647,0.852041249598308,0,4068,1,1,1,0,0,0,0,0,0,11,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,2.0
4069_01,0,0,-0.3375298928969419,-0.2838651282377854,3.7826307927138445,-0.2738262777680785,-0.21909755692059993,0.3658461443042707,0,4069,1,1,0,0,1,0,0,0,0,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,2.0
4071_01,1,0,-0.3375298928969419,-0.2838651282377854,-0.2873829429551493,-0.2738262777680785,-0.26583090741520166,-0.5183569229651437,1,4071,2,0,1,0,0,0,0,0,0,5,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,2.0
4071_02,1,0,-0.3375298928969419,-0.2838651282377854,-0.2873829429551493,-0.2738262777680785,-0.26583090741520166,-0.5183569229651437,1,4071,2,0,1,0,0,0,0,0,0,5,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,2.0
4072_01,1,0,-0.3375298928969419,-0.2838651282377854,-0.2873829429551493,-0.2738262777680785,-0.26583090741520166,-0.5183569229651437,1,4072,1,1,0,0,1,0,0,0,0,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,4.0
4075_01,0,0,2.5414412121083276,0.5156004247874789,-0.2873829429551493,6.444190605823933,-0.2552497714541598,3.3051277806334904,0,4075,1,1,1,0,0,0,0,0,0,4,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,3.0
4076_01,0,0,2.1098227139881267,-0.2838651282377854,-0.28571010541480035,-0.2738262777680785,-0.264067384755028,0.0574776570465948,0,4076,1,1,1,0,0,0,0,0,0,6,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,2.0
4078_01,1,0,-0.3375298928969419,-0.2838651282377854,-0.2873829429551493,-0.2738262777680785,-0.26583090741520166,-0.5183569229651437,1,4078,1,1,0,0,1,0,0,0,0,5,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,2.0
4079_01,0,0,2.2067475697063474,-0.2838651282377854,-0.28571010541480035,-0.2738262777680785,-0.26054033943468075,0.08166342075307918,0,4079,1,1,0,0,1,0,0,0,0,7,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,4.0
4080_01,0,0,0.751360283062442,-0.2838651282377854,-0.27065456755165984,-0.2738262777680785,-0.26583090741520166,-0.25907130911180376,0,4080,1,1,0,0,1,0,0,0,0,15,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,2.0
4081_01,0,0,0.3454874497423935,-0.20116179516620633,0.038820377412895825,-0.24628249739625566,-0.26583090741520166,-0.23061746945711625,0,4081,1,1,0,0,1,0,0,0,0,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,3.0
4082_01,0,0,-0.3375298928969419,-0.2838651282377854,-0.2873829429551493,-0.2738262777680785,-0.26583090741520166,-0.5183569229651437,1,4082,1,1,1,0,0,0,0,0,0,5,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,2.0
4083_01,0,0,-0.3375298928969419,3.5944199604976275,2.77056408080273,-0.267606714458312,-0.23496926086216277,2.348367422244623,0,4083,1,1,1,0,0,0,0,0,0,2,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,2.0
4084_01,0,0,-0.3375298928969419,0.6866459545491539,-0.2873829429551493,-0.2738262777680785,0.40959827143130667,0.30502606204237614,0,4084,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,2.0
4089_01,0,0,-0.3375298928969419,1.080113327041212,-0.2873829429551493,0.7008681437767484,-0.1388572758826988,0.6973333762813803,0,4089,1,1,1,0,0,0,0,0,0,3,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,3.0
4090_01,0,0,0.006250454728621587,-0.2838651282377854,2.298823894424326,-0.2711607506353214,-0.264067384755028,0.11402966336028622,0,4090,1,1,1,0,0,0,0,0,0,3,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,3.0
4091_01,0,0,-0.3375298928969419,0.08328754736786109,-0.28571010541480035,-0.2738262777680785,-0.2146887502701658,-0.28894784074922564,0,4091,1,1,0,0,1,0,0,0,0,5,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,2.0
4093_01,0,0,-0.3375298928969419,-0.27133432019663706,-0.2873829429551493,-0.2613871511485456,0.31524980911201633,-0.27187553695641314,0,4093,1,1,0,0,1,0,0,0,0,8,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,2.0
4095_01,0,0,0.9255221331811195,0.39279850598422517,-0.28236443033410247,-0.1112291226698986,-0.08242455075714197,0.30253635107259097,0,4095,1,1,0,0,1,0,0,0,0,5,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1.0
4096_01,0,0,1.099683983299797,-0.2838651282377854,-0.0732597377904838,-0.2711607506353214,-0.22967869288164183,-0.11964749480383496,0,4096,1,1,0,0,1,0,0,0,0,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,3.0
4097_01,0,0,-0.3375298928969419,0.24242880949044507,-0.08162392549222854,-0.2738262777680785,-0.24819568081346516,-0.16873036820817092,0,4097,1,1,1,0,0,0,0,0,0,9,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1.0
4098_01,1,0,-0.3375298928969419,-0.2838651282377854,-0.2873829429551493,-0.2738262777680785,-0.26583090741520166,-0.5183569229651437,1,4098,1,1,0,0,1,0,0,0,0,5,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,2.0
4099_01,1,0,-0.3375298928969419,-0.2838651282377854,-0.2873829429551493,-0.2738262777680785,-0.26583090741520166,-0.5183569229651437,1,4099,1,1,0,0,1,0,0,0,0,15,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,2.0
4101_01,0,0,1.3283660647599735,-0.25692389094931645,-0.01471042387827056,-0.2711607506353214,-0.26583090741520166,-0.05278097161531931,0,4101,1,1,0,0,1,0,0,0,0,8,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,3.0
4102_01,1,0,-0.3375298928969419,-0.2838651282377854,-0.2873829429551493,-0.2738262777680785,-0.26583090741520166,-0.5183569229651437,1,4102,1,1,1,0,0,0,0,0,0,2,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,3.0
4103_01,1,0,-0.3375298928969419,-0.2838651282377854,-0.2873829429551493,-0.2738262777680785,-0.26583090741520166,-0.5183569229651437,1,4103,1,1,0,0,1,0,0,0,0,11,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,2.0
4104_01,0,0,1.2147822494651839,-0.2838651282377854,-0.2873829429551493,-0.2738262777680785,-0.26583090741520166,-0.15379210238945998,0,4104,1,1,0,0,1,0,0,0,0,10,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,3.0
4106_01,0,0,-0.3375298928969419,0.23678994587192834,-0.15690161480793127,-0.2738262777680785,-0.26583090741520166,-0.19505016988875687,0,4106,1,1,0,0,1,0,0,0,0,6,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,3.0
4107_01,0,0,-0.3375298928969419,-0.2838651282377854,0.530634614275487,-0.26938373254681675,-0.02246478031123783,-0.24448871628877641,0,4107,1,1,0,0,1,0,0,0,0,6,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,2.0
4108_01,1,0,-0.3375298928969419,-0.2838651282377854,-0.2873829429551493,-0.2738262777680785,-0.26583090741520166,-0.5183569229651437,1,4108,2,0,1,0,0,0,0,0,0,6,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,3.0
4108_02,0,0,-0.2966397193908176,1.3770934776164279,0.6126036537525855,-0.2578331149715362,-0.26583090741520166,0.6318895450755989,0,4108,2,0,1,0,0,0,0,0,0,6,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,3.0
4109_01,0,0,-0.08158769576601578,-0.03387550781687593,-0.012274026345636886,-0.1876409004756006,-0.26583090741520166,-0.22334166402973515,0,4109,1,1,0,0,1,0,0,0,0,5,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,2.0
4110_01,0,0,-0.3375298928969419,-0.26005659295960354,-0.2873829429551493,0.47874088271366116,-0.1670736384454772,-0.16375094626860062,0,4110,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,2.0
4112_01,1,0,-0.3375298928969419,-0.2838651282377854,-0.2873829429551493,-0.2738262777680785,-0.26583090741520166,-0.5183569229651437,1,4112,1,1,0,0,1,0,0,0,0,5,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,2.0
